malleable_count,strategic_count,balanced_count,confident_count,static_count,winner_type,final_price,round_count,winner_valuation,efficiency
3,6,1,4,6,static/inflex,1300,40,1357.679742766947,300
3,6,1,5,5,static/inflex,1140,32,1216.9827168482136,140
3,6,1,6,4,confident,1140,32,1232.4217039616253,140
3,6,1,7,3,static/inflex,1180,34,1215.1544799995902,180
3,6,1,8,2,confident,1020,26,1015.095852502089,20
3,6,1,9,1,confident,1080,29,1201.0318926763528,80
3,6,1,10,0,confident,1020,26,1110.1765439352307,20
3,6,2,0,9,static/inflex,1080,29,1084.231611833677,80
3,6,2,1,8,static/inflex,1060,28,1114.717807942811,60
3,6,2,2,7,static/inflex,1080,29,1130.6148573404519,80
3,6,2,3,6,static/inflex,1180,34,1235.0288069934636,180
3,6,2,4,5,static/inflex,1040,27,1166.6387246066845,40
3,6,2,5,4,static/inflex,1060,28,1170.7165423240604,60
3,6,2,6,3,static/inflex,1040,27,1344.2324100432184,40
3,6,2,7,2,confident,1040,27,1039.8209337869139,40
3,6,2,8,1,static/inflex,1100,30,1137.0730655848677,100
3,6,2,9,0,confident,1060,28,1152.1988216352884,60
3,6,3,0,8,static/inflex,1160,33,1180.3981409866512,160
3,6,3,1,7,static/inflex,1060,28,1139.1983831487612,60
3,6,3,2,6,static/inflex,1120,31,1255.7872059387557,120
3,6,3,3,5,static/inflex,1320,41,1357.9972193959088,320
3,6,3,4,4,confident,1060,28,1092.7296467831773,60
3,6,3,5,3,static/inflex,1160,33,1220.876491572887,160
3,6,3,6,2,static/inflex,1060,28,1257.0157399074374,60
3,6,3,7,1,static/inflex,980,24,981.8386124813134,20
3,6,3,8,0,confident,1000,25,1017.2450827029096,0
3,6,4,0,7,static/inflex,1020,26,1005.8983432266022,20
3,6,4,1,6,static/inflex,1140,32,1154.6891788409275,140
3,6,4,2,5,static/inflex,1060,28,1060.7907302220337,60
3,6,4,3,4,static/inflex,1120,31,1230.316134454201,120
3,6,4,4,3,confident,1080,29,1064.5408912456871,80
3,6,4,5,2,static/inflex,1080,29,1105.754590120604,80
3,6,4,6,1,confident,1040,27,1073.4032428824116,40
3,6,4,7,0,confident,1040,27,1053.359937416783,40
3,6,5,0,6,static/inflex,1040,27,1155.3398671628092,40
3,6,5,1,5,confident,1200,35,1247.874799250533,200
3,6,5,2,4,static/inflex,980,24,1104.7028177863615,20
3,6,5,3,3,static/inflex,1200,35,1209.2008180672788,200
3,6,5,4,2,static/inflex,1000,25,1113.7699514850262,0
3,6,5,5,1,balanced,1020,26,1053.1464029457336,20
3,6,5,6,0,confident,1060,28,1245.157547269745,60
3,6,6,0,5,static/inflex,1080,29,1233.7861812154101,80
3,6,6,1,4,static/inflex,1100,30,1188.3224059202525,100
3,6,6,2,3,balanced,1140,32,1144.4278805895267,140
3,6,6,3,2,confident,1060,28,1089.0783894676308,60
3,6,6,4,1,balanced,1040,27,1159.8184516497006,40
3,6,6,5,0,balanced,1040,27,1037.2573808211216,40
3,6,7,0,4,static/inflex,1040,27,1193.48850414761,40
3,6,7,1,3,static/inflex,1060,28,1213.087171221365,60
3,6,7,2,2,static/inflex,980,24,1303.291371287988,20
3,6,7,3,1,static/inflex,1040,27,1053.0864918376096,40
3,6,7,4,0,balanced,1020,26,1018.988221832557,20
3,6,8,0,3,static/inflex,900,20,911.5754666648038,100
3,6,8,1,2,balanced,980,24,1071.0834780677296,20
3,6,8,2,1,confident,1060,28,1122.5672294942572,60
3,6,8,3,0,balanced,1040,27,1034.3581416351954,40
3,6,9,0,2,static/inflex,1040,27,1178.0447357872454,40
3,6,9,1,1,confident,1040,27,1047.5562987356573,40
3,6,9,2,0,balanced,980,24,982.215916411124,20
3,6,10,0,1,static/inflex,1080,29,1066.9039893735157,80
3,6,10,1,0,balanced,980,24,1065.0184009599998,20
3,6,11,0,0,balanced,980,24,970.3406842605154,20
3,7,0,0,10,static/inflex,1200,35,1247.5958536953824,200
3,7,0,1,9,static/inflex,1260,38,1267.47840052897,260
3,7,0,2,8,static/inflex,1180,34,1294.8650251119075,180
3,7,0,3,7,static/inflex,1040,27,1236.689840493936,40
3,7,0,4,6,confident,1180,34,1175.4950139664963,180
3,7,0,5,5,confident,1000,25,1116.6205331616852,0
3,7,0,6,4,static/inflex,1020,26,1093.7909461126064,20
3,7,0,7,3,static/inflex,1040,27,1073.6950581214728,40
3,7,0,8,2,confident,1060,28,1065.060180343778,60
3,7,0,9,1,confident,960,23,1024.1533139413114,40
3,7,0,10,0,confident,1020,26,1094.2607450454707,20
3,7,1,0,9,static/inflex,1180,34,1250.8822893548038,180
3,7,1,1,8,static/inflex,1160,33,1304.864583658366,160
3,7,1,2,7,static/inflex,1080,29,1099.2950209068988,80
3,7,1,3,6,static/inflex,1120,31,1208.3303668592273,120
3,7,1,4,5,static/inflex,1340,42,1410.604253616796,340
3,7,1,5,4,static/inflex,1140,32,1219.2264388853346,140
3,7,1,6,3,static/inflex,1060,28,1099.8547535081439,60
3,7,1,7,2,confident,1080,29,1210.462085526561,80
3,7,1,8,1,confident,1220,36,1239.6085784250029,220
3,7,1,9,0,confident,1020,26,1063.8511835324434,20
3,7,2,0,8,static/inflex,1180,34,1295.2357062208168,180
3,7,2,1,7,confident,1100,30,1118.9470229382046,100
3,7,2,2,6,confident,1120,31,1174.8194007807183,120
3,7,2,3,5,confident,1120,31,1154.1191032121112,120
3,7,2,4,4,static/inflex,1160,33,1159.5965395059366,160
3,7,2,5,3,static/inflex,1160,33,1168.8482410756792,160
3,7,2,6,2,confident,1160,33,1149.4301594915848,160
3,7,2,7,1,static/inflex,1080,29,1248.785303532509,80
3,7,2,8,0,confident,1060,28,1140.4874732364535,60
3,7,3,0,7,static/inflex,1080,29,1216.9522058835048,80
3,7,3,1,6,static/inflex,1100,30,1151.6063501124354,100
3,7,3,2,5,static/inflex,1100,30,1117.9124922917415,100
3,7,3,3,4,static/inflex,1100,30,1222.2028293286157,100
3,7,3,4,3,static/inflex,980,24,1131.642512348717,20
3,7,3,5,2,confident,1060,28,1211.8846233336274,60
3,7,3,6,1,confident,960,23,1029.6379814746638,40
3,7,3,7,0,confident,1020,26,1016.0628605944452,20
3,7,4,0,6,static/inflex,1120,31,1298.3076868456897,120
3,7,4,1,5,static/inflex,1040,27,1115.4259498723056,40
3,7,4,2,4,static/inflex,1100,30,1332.796369454301,100
3,7,4,3,3,static/inflex,1060,28,1117.5987937239415,60
3,7,4,4,2,confident,1040,27,1075.889721988765,40
3,7,4,5,1,confident,1040,27,1154.2858073336183,40
3,7,4,6,0,confident,1060,28,1080.3674496042404,60
3,7,5,0,5,static/inflex,1100,30,1177.3132511485594,100
3,7,5,1,4,static/inflex,1080,29,1113.3846259981856,80
3,7,5,2,3,static/inflex,1180,34,1206.1201505538113,180
3,7,5,3,2,static/inflex,1080,29,1184.054719922109,80
3,7,5,4,1,balanced,1060,28,1084.2217022354407,60
3,7,5,5,0,balanced,960,23,988.274951606619,40
3,7,6,0,4,static/inflex,1060,28,1117.1522923306018,60
3,7,6,1,3,static/inflex,1000,25,1194.1219910971945,0
3,7,6,2,2,static/inflex,1060,28,1064.8609426192381,60
3,7,6,3,1,balanced,1020,26,1013.2795599061977,20
3,7,6,4,0,confident,1060,28,1190.1436788942904,60
3,7,7,0,3,static/inflex,1020,26,1154.9396815083387,20
3,7,7,1,2,confident,1040,27,1110.9900606825395,40
3,7,7,2,1,static/inflex,1020,26,1127.1609618711632,20
3,7,7,3,0,confident,1000,25,1024.6926228582513,0
3,7,8,0,2,static/inflex,1020,26,1137.4092881521185,20
3,7,8,1,1,balanced,1020,26,1024.8361315435266,20
3,7,8,2,0,confident,1120,31,1151.7165669107071,120
3,7,9,0,1,static/inflex,1020,26,1121.397982653436,20
3,7,9,1,0,balanced,940,22,987.6040741856884,60
3,7,10,0,0,balanced,1000,25,1007.4521111280824,0
3,8,0,0,9,static/inflex,1200,35,1251.1390495946193,200
3,8,0,1,8,static/inflex,1060,28,1085.4389530011085,60
3,8,0,2,7,static/inflex,1240,37,1317.9954045185855,240
3,8,0,3,6,static/inflex,1100,30,1169.4719876543043,100
3,8,0,4,5,static/inflex,1140,32,1156.007043928589,140
3,8,0,5,4,static/inflex,1200,35,1235.8063878685257,200
3,8,0,6,3,confident,1100,30,1090.159284718804,100
3,8,0,7,2,static/inflex,1140,32,1128.452790450931,140
3,8,0,8,1,static/inflex,1120,31,1140.2056957371715,120
3,8,0,9,0,confident,1140,32,1138.0827550136985,140
3,8,1,0,8,static/inflex,1120,31,1132.578160368279,120
3,8,1,1,7,static/inflex,1140,32,1224.34259205501,140
3,8,1,2,6,static/inflex,1160,33,1201.4261945148032,160
3,8,1,3,5,static/inflex,1100,30,1092.4646194654106,100
3,8,1,4,4,static/inflex,1380,44,1378.939585013913,380
3,8,1,5,3,static/inflex,1080,29,1141.4464909318433,80
3,8,1,6,2,confident,1020,26,1122.6433441690995,20
3,8,1,7,1,static/inflex,1040,27,1104.399020311065,40
3,8,1,8,0,confident,1040,27,1065.704963341268,40
3,8,2,0,7,static/inflex,1000,25,1180.3114079254024,0
3,8,2,1,6,static/inflex,1020,26,1185.4931004612722,20
3,8,2,2,5,static/inflex,1160,33,1157.6144912941277,160
3,8,2,3,4,static/inflex,1100,30,1222.4267027467417,100
3,8,2,4,3,static/inflex,1140,32,1158.5881738879493,140
3,8,2,5,2,static/inflex,1060,28,1344.4862087432807,60
3,8,2,6,1,confident,1100,30,1135.4415677406294,100
3,8,2,7,0,confident,1100,30,1148.7090825553723,100
3,8,3,0,6,static/inflex,980,24,1158.7782210386044,20
3,8,3,1,5,static/inflex,1200,35,1290.773291727807,200
3,8,3,2,4,static/inflex,1080,29,1154.596657056319,80
3,8,3,3,3,static/inflex,1140,32,1216.1294231487027,140
3,8,3,4,2,confident,980,24,1026.0842973527997,20
3,8,3,5,1,static/inflex,1040,27,1065.3435929293787,40
3,8,3,6,0,balanced,1120,31,1127.2418557978328,120
3,8,4,0,5,static/inflex,1100,30,1242.253736269249,100
3,8,4,1,4,static/inflex,1020,26,1038.7031480804158,20
3,8,4,2,3,static/inflex,1100,30,1094.202047797773,100
3,8,4,3,2,static/inflex,1020,26,1354.561640159054,20
3,8,4,4,1,static/inflex,1040,27,1100.3475069039694,40
3,8,4,5,0,confident,960,23,1003.809519969289,40
3,8,5,0,4,static/inflex,1040,27,1195.3788580484354,40
3,8,5,1,3,balanced,1000,25,990.3154823119503,0
3,8,5,2,2,balanced,980,24,976.4988009560632,20
3,8,5,3,1,static/inflex,1000,25,1196.2137455445845,0
3,8,5,4,0,confident,1040,27,1159.4901047368203,40
3,8,6,0,3,static/inflex,1000,25,1066.1597185172832,0
3,8,6,1,2,balanced,980,24,984.88502904744,20
3,8,6,2,1,static/inflex,1100,30,1108.6705168955207,100
3,8,6,3,0,confident,1000,25,1017.8705911417974,0
3,8,7,0,2,balanced,960,23,1038.2108325607019,40
3,8,7,1,1,balanced,1000,25,991.5523015066399,0
3,8,7,2,0,balanced,980,24,970.1944569267558,20
3,8,8,0,1,balanced,980,24,1022.7221186254416,20
3,8,8,1,0,confident,980,24,990.3193036494254,20
3,8,9,0,0,balanced,1040,27,1078.2665694450775,40
3,9,0,0,8,static/inflex,1060,28,1134.9479589997252,60
3,9,0,1,7,static/inflex,1080,29,1425.1080165553428,80
3,9,0,2,6,static/inflex,1020,26,1066.7569980471808,20
3,9,0,3,5,static/inflex,1080,29,1141.4115585822358,80
3,9,0,4,4,static/inflex,1080,29,1247.288691484594,80
3,9,0,5,3,static/inflex,1060,28,1049.105205171411,60
3,9,0,6,2,confident,1040,27,1057.5374652011965,40
3,9,0,7,1,static/inflex,1120,31,1166.4096400603871,120
3,9,0,8,0,confident,1100,30,1150.097103638633,100
3,9,1,0,7,static/inflex,980,24,1070.3547932880442,20
3,9,1,1,6,static/inflex,1140,32,1206.3350986261412,140
3,9,1,2,5,confident,1060,28,1051.0420495653386,60
3,9,1,3,4,static/inflex,1240,37,1420.4664087468527,240
3,9,1,4,3,static/inflex,1100,30,1353.6402116861414,100
3,9,1,5,2,static/inflex,1080,29,1163.1997291509988,80
3,9,1,6,1,confident,1120,31,1131.2255071689094,120
3,9,1,7,0,confident,1000,25,1005.4997423790887,0
3,9,2,0,6,static/inflex,1040,27,1067.9066236561869,40
3,9,2,1,5,static/inflex,1000,25,1017.6031066458737,0
3,9,2,2,4,static/inflex,1260,38,1258.6714826628222,260
3,9,2,3,3,static/inflex,1000,25,1201.6121617525973,0
3,9,2,4,2,confident,1080,29,1102.6369038290854,80
3,9,2,5,1,static/inflex,1040,27,1064.7400007810627,40
3,9,2,6,0,confident,1200,35,1236.7535357505017,200
3,9,3,0,5,static/inflex,1260,38,1355.3263712282062,260
3,9,3,1,4,static/inflex,1060,28,1141.334006021464,60
3,9,3,2,3,confident,1040,27,1171.4217362325996,40
3,9,3,3,2,static/inflex,1100,30,1221.8440484410407,100
3,9,3,4,1,confident,920,21,954.3038166390799,80
3,9,3,5,0,confident,1100,30,1110.7109030799365,100
3,9,4,0,4,static/inflex,1060,28,1066.3790544859392,60
3,9,4,1,3,static/inflex,1160,33,1355.764342940231,160
3,9,4,2,2,static/inflex,1060,28,1092.510376927732,60
3,9,4,3,1,strategic/respon,1040,27,1034.541377649056,40
3,9,4,4,0,balanced,960,23,953.671575567908,40
3,9,5,0,3,static/inflex,1000,25,1076.6692258453463,0
3,9,5,1,2,static/inflex,1180,34,1183.8398438099357,180
3,9,5,2,1,static/inflex,1040,27,1060.6660233813172,40
3,9,5,3,0,balanced,1020,26,1022.9869001663,20
3,9,6,0,2,static/inflex,1020,26,1016.648131230356,20
3,9,6,1,1,static/inflex,940,22,1067.6432923769883,60
3,9,6,2,0,balanced,1020,26,1049.6554939604573,20
3,9,7,0,1,static/inflex,1040,27,1135.2034907695431,40
3,9,7,1,0,balanced,940,22,947.564037927728,60
3,9,8,0,0,strategic/respon,980,24,986.1223920147661,20
3,10,0,0,7,static/inflex,1160,33,1160.217826647981,160
3,10,0,1,6,static/inflex,1040,27,1101.699157306605,40
3,10,0,2,5,static/inflex,1080,29,1214.0321086174627,80
3,10,0,3,4,static/inflex,1040,27,1056.3518203621238,40
3,10,0,4,3,static/inflex,1020,26,1042.5200890733058,20
3,10,0,5,2,confident,1040,27,1118.02077054711,40
3,10,0,6,1,confident,1160,33,1198.1766924452604,160
3,10,0,7,0,confident,980,24,1118.9892931382512,20
3,10,1,0,6,static/inflex,1160,33,1176.0650693558077,160
3,10,1,1,5,static/inflex,1060,28,1124.6506963201916,60
3,10,1,2,4,confident,1040,27,1112.52498966739,40
3,10,1,3,3,confident,960,23,1000.2976216399406,40
3,10,1,4,2,static/inflex,1040,27,1135.5000155577025,40
3,10,1,5,1,static/inflex,1140,32,1299.9509102456282,140
3,10,1,6,0,confident,960,23,954.4232630795537,40
3,10,2,0,5,static/inflex,1020,26,1258.3029329934968,20
3,10,2,1,4,static/inflex,1140,32,1249.450315664901,140
3,10,2,2,3,static/inflex,1080,29,1145.248635027625,80
3,10,2,3,2,static/inflex,1100,30,1132.9523068451804,100
3,10,2,4,1,confident,1060,28,1059.501916408287,60
3,10,2,5,0,confident,1040,27,1034.692888039609,40
3,10,3,0,4,static/inflex,1040,27,1284.7405388864254,40
3,10,3,1,3,static/inflex,1000,25,1254.0368609464667,0
3,10,3,2,2,confident,1000,25,1034.697474964033,0
3,10,3,3,1,static/inflex,980,24,1094.6054564621072,20
3,10,3,4,0,balanced,960,23,1094.2675840465756,40
3,10,4,0,3,static/inflex,1020,26,1064.360322004036,20
3,10,4,1,2,static/inflex,1040,27,1057.336901291868,40
3,10,4,2,1,static/inflex,1040,27,1059.9200261360857,40
3,10,4,3,0,confident,1040,27,1110.1330702147472,40
3,10,5,0,2,static/inflex,1000,25,1175.908893419491,0
3,10,5,1,1,static/inflex,1020,26,1243.0781450442532,20
3,10,5,2,0,confident,1020,26,1043.9515652273126,20
3,10,6,0,1,balanced,940,22,1010.0936778919389,60
3,10,6,1,0,confident,980,24,1067.4710740780035,20
3,10,7,0,0,balanced,1020,26,1043.2679828621988,20
3,11,0,0,6,static/inflex,980,24,1199.0017378382613,20
3,11,0,1,5,static/inflex,1160,33,1356.2495934095473,160
3,11,0,2,4,static/inflex,1120,31,1332.2742159066518,120
3,11,0,3,3,confident,1000,25,1012.5728024179026,0
3,11,0,4,2,static/inflex,1000,25,1156.8752622475433,0
3,11,0,5,1,confident,1100,30,1094.6434637655498,100
3,11,0,6,0,confident,920,21,935.323653389775,80
3,11,1,0,5,static/inflex,1000,25,1285.6287310315424,0
3,11,1,1,4,static/inflex,1040,27,1196.6729735904453,40
3,11,1,2,3,static/inflex,1080,29,1186.7907551982676,80
3,11,1,3,2,static/inflex,1040,27,1133.5284154119613,40
3,11,1,4,1,confident,1000,25,1120.8032795815004,0
3,11,1,5,0,confident,1180,34,1187.9750033943199,180
3,11,2,0,4,static/inflex,1020,26,1074.0253946912803,20
3,11,2,1,3,static/inflex,1020,26,1235.1433862917377,20
3,11,2,2,2,static/inflex,1000,25,1014.5948649548353,0
3,11,2,3,1,static/inflex,1020,26,1252.6429948872167,20
3,11,2,4,0,strategic/respon,940,22,927.3978901447421,60
3,11,3,0,3,balanced,980,24,1001.6668462895952,20
3,11,3,1,2,static/inflex,1080,29,1081.8955549728166,80
3,11,3,2,1,static/inflex,980,24,1211.6929863533285,20
3,11,3,3,0,confident,1000,25,1074.1916935683785,0
3,11,4,0,2,balanced,980,24,1029.4647922844522,20
3,11,4,1,1,confident,1140,32,1237.8736816425408,140
3,11,4,2,0,balanced,1060,28,1047.3144894635484,60
3,11,5,0,1,strategic/respon,980,24,1041.9222730488748,20
3,11,5,1,0,balanced,1000,25,1052.0535824331112,0
3,11,6,0,0,strategic/respon,980,24,970.608745998077,20
3,12,0,0,5,static/inflex,1000,25,1044.558120610845,0
3,12,0,1,4,static/inflex,1220,36,1276.1238914127498,220
3,12,0,2,3,static/inflex,1080,29,1168.7413370311747,80
3,12,0,3,2,static/inflex,1120,31,1167.5136846882679,120
3,12,0,4,1,static/inflex,1160,33,1244.6218401830272,160
3,12,0,5,0,confident,980,24,1133.9113044885569,20
3,12,1,0,4,static/inflex,1140,32,1339.0475519419938,140
3,12,1,1,3,static/inflex,1060,28,1343.2309128784627,60
3,12,1,2,2,static/inflex,1020,26,1136.6434632267276,20
3,12,1,3,1,static/inflex,1020,26,1031.824539252265,20
3,12,1,4,0,confident,1040,27,1098.262651239738,40
3,12,2,0,3,static/inflex,940,22,1053.6011314299064,60
3,12,2,1,2,static/inflex,960,23,1144.992200548873,40
3,12,2,2,1,balanced,1000,25,1056.6469850901792,0
3,12,2,3,0,balanced,1060,28,1063.9756361516172,60
3,12,3,0,2,static/inflex,1000,25,1192.015851686216,0
3,12,3,1,1,balanced,960,23,986.9537560301361,40
3,12,3,2,0,confident,1020,26,1065.3402717163046,20
3,12,4,0,1,static/inflex,1060,28,1345.8913800093233,60
3,12,4,1,0,strategic/respon,940,22,945.5488684441959,60
3,12,5,0,0,balanced,920,21,951.5774362963605,80
3,13,0,0,4,static/inflex,1040,27,1197.8552042638141,40
3,13,0,1,3,static/inflex,1020,26,1038.5491196585442,20
3,13,0,2,2,static/inflex,960,23,1222.0765050666303,40
3,13,0,3,1,confident,1000,25,1031.956165590817,0
3,13,0,4,0,confident,940,22,961.7106301207514,60
3,13,1,0,3,static/inflex,980,24,969.0717294372678,20
3,13,1,1,2,static/inflex,1180,34,1211.5370909590004,180
3,13,1,2,1,confident,960,23,1149.1756676176994,40
3,13,1,3,0,confident,1060,28,1195.559266401589,60
3,13,2,0,2,static/inflex,1040,27,1302.7025477898567,40
3,13,2,1,1,static/inflex,920,21,982.6583270949475,80
3,13,2,2,0,confident,960,23,977.2896530380327,40
3,13,3,0,1,balanced,920,21,943.1026700339263,80
3,13,3,1,0,balanced,960,23,975.0950304799404,40
3,13,4,0,0,balanced,980,24,1006.2054696859302,20
3,14,0,0,3,static/inflex,980,24,1046.3012886217712,20
3,14,0,1,2,static/inflex,1100,30,1274.9111810363038,100
3,14,0,2,1,confident,980,24,1021.003582940233,20
3,14,0,3,0,confident,1040,27,1048.75253055863,40
3,14,1,0,2,static/inflex,960,23,1056.3683177976418,40
3,14,1,1,1,static/inflex,1020,26,1146.0365030194462,20
3,14,1,2,0,confident,980,24,975.1194381867317,20
3,14,2,0,1,static/inflex,860,18,1119.5950774966052,140
3,14,2,1,0,confident,880,19,917.476130620336,120
3,14,3,0,0,balanced,940,22,1035.2692659369654,60
3,15,0,0,2,strategic/respon,920,21,943.9473754639087,80
3,15,0,1,1,static/inflex,980,24,1038.3292259007233,20
3,15,0,2,0,confident,960,23,995.7050542340722,40
3,15,1,0,1,balanced,900,20,982.6613922551321,100
3,15,1,1,0,confident,1000,25,1035.637213414259,0
3,15,2,0,0,balanced,940,22,981.1662593111081,60
3,16,0,0,1,static/inflex,900,20,916.882714212999,100
3,16,0,1,0,confident,1000,25,1132.75691878723,0
3,16,1,0,0,balanced,1000,25,1111.9642054263202,0
3,17,0,0,0,strategic/respon,880,19,905.5125565631693,120
4,0,0,0,16,static/inflex,1160,33,1248.9427623479453,160
4,0,0,1,15,static/inflex,1080,29,1341.7998428328476,80
4,0,0,2,14,static/inflex,1260,38,1271.265314793133,260
4,0,0,3,13,static/inflex,1200,35,1184.429641445133,200
4,0,0,4,12,static/inflex,1100,30,1234.8999249232675,100
4,0,0,5,11,static/inflex,1200,35,1189.4232561428303,200
4,0,0,6,10,static/inflex,1080,29,1217.657123212113,80
4,0,0,7,9,confident,1060,28,1098.872187562185,60
4,0,0,8,8,static/inflex,1140,32,1187.6259703217188,140
4,0,0,9,7,confident,1120,31,1151.5595564621453,120
4,0,0,10,6,confident,1120,31,1174.530536454948,120
4,0,0,11,5,confident,1040,27,1062.2222561993344,40
4,0,0,12,4,static/inflex,1060,28,1300.7585278469076,60
4,0,0,13,3,static/inflex,1160,33,1245.7648393324691,160
4,0,0,14,2,confident,1140,32,1167.8771354376142,140
4,0,0,15,1,static/inflex,1140,32,1145.422572886555,140
4,0,0,16,0,confident,1100,30,1264.3078118225762,100
4,0,1,0,15,static/inflex,1220,36,1382.4388737471245,220
4,0,1,1,14,static/inflex,1140,32,1132.8513789005196,140
4,0,1,2,13,static/inflex,1180,34,1233.9183664425009,180
4,0,1,3,12,static/inflex,1180,34,1175.3307094982576,180
4,0,1,4,11,static/inflex,1180,34,1315.5223564875646,180
4,0,1,5,10,static/inflex,1120,31,1229.4102105111085,120
4,0,1,6,9,static/inflex,1080,29,1077.759353485392,80
4,0,1,7,8,static/inflex,1160,33,1193.881098789217,160
4,0,1,8,7,static/inflex,1160,33,1364.0633863321027,160
4,0,1,9,6,static/inflex,1020,26,1208.259040374985,20
4,0,1,10,5,confident,1180,34,1170.1836114182909,180
4,0,1,11,4,static/inflex,1200,35,1253.4664688290684,200
4,0,1,12,3,static/inflex,1160,33,1406.9301669780284,160
4,0,1,13,2,confident,1160,33,1242.7518812009907,160
4,0,1,14,1,confident,1100,30,1136.011021925251,100
4,0,1,15,0,confident,1100,30,1171.1028646142763,100
4,0,2,0,14,static/inflex,1120,31,1137.0745509430303,120
4,0,2,1,13,static/inflex,1340,42,1428.4026369744543,340
4,0,2,2,12,static/inflex,1140,32,1134.8563189943334,140
4,0,2,3,11,static/inflex,1060,28,1071.667977960297,60
4,0,2,4,10,static/inflex,1120,31,1269.1780387862927,120
4,0,2,5,9,static/inflex,1200,35,1245.3330062715709,200
4,0,2,6,8,static/inflex,1120,31,1146.279388647131,120
4,0,2,7,7,static/inflex,1140,32,1214.964939113936,140
4,0,2,8,6,static/inflex,1140,32,1140.7364805163902,140
4,0,2,9,5,confident,1120,31,1153.8280004903636,120
4,0,2,10,4,static/inflex,1140,32,1257.745090409955,140
4,0,2,11,3,static/inflex,1080,29,1094.5896701444356,80
4,0,2,12,2,confident,1020,26,1041.3897282287664,20
4,0,2,13,1,confident,1100,30,1117.2816664162488,100
4,0,2,14,0,confident,1140,32,1202.9311245955255,140
4,0,3,0,13,static/inflex,1160,33,1371.9587678987355,160
4,0,3,1,12,static/inflex,1140,32,1336.2960842176187,140
4,0,3,2,11,static/inflex,1260,38,1303.4159797059863,260
4,0,3,3,10,static/inflex,1300,40,1516.1422228766628,300
4,0,3,4,9,confident,1220,36,1353.2606560509087,220
4,0,3,5,8,static/inflex,1180,34,1224.8474776301869,180
4,0,3,6,7,static/inflex,1120,31,1136.7993061203701,120
4,0,3,7,6,static/inflex,1120,31,1298.667972837738,120
4,0,3,8,5,static/inflex,1060,28,1094.7583622628904,60
4,0,3,9,4,static/inflex,1180,34,1270.766277770394,180
4,0,3,10,3,static/inflex,1100,30,1332.4500934714083,100
4,0,3,11,2,confident,1140,32,1136.8134109674274,140
4,0,3,12,1,confident,1140,32,1164.5327512193255,140
4,0,3,13,0,confident,1100,30,1107.6937619493492,100
4,0,4,0,12,static/inflex,1140,32,1142.3332798821311,140
4,0,4,1,11,static/inflex,1240,37,1314.402784221124,240
4,0,4,2,10,static/inflex,1220,36,1255.7990708319253,220
4,0,4,3,9,static/inflex,1140,32,1281.2644001141502,140
4,0,4,4,8,static/inflex,1140,32,1182.4804695249663,140
4,0,4,5,7,static/inflex,1140,32,1216.0032138310007,140
4,0,4,6,6,static/inflex,1020,26,1228.7839686777243,20
4,0,4,7,5,static/inflex,1180,34,1217.6655336794602,180
4,0,4,8,4,static/inflex,1180,34,1241.004822890115,180
4,0,4,9,3,static/inflex,1100,30,1158.3227028550846,100
4,0,4,10,2,static/inflex,1060,28,1128.1717393099038,60
4,0,4,11,1,confident,1180,34,1186.8264330998945,180
4,0,4,12,0,confident,1120,31,1143.7693341709694,120
4,0,5,0,11,static/inflex,1100,30,1138.6702707814745,100
4,0,5,1,10,static/inflex,1140,32,1144.6803751241098,140
4,0,5,2,9,static/inflex,1220,36,1297.8636759598073,220
4,0,5,3,8,static/inflex,1220,36,1289.0083441579936,220
4,0,5,4,7,static/inflex,1040,27,1125.5504043433461,40
4,0,5,5,6,static/inflex,1300,40,1299.4048624188101,300
4,0,5,6,5,static/inflex,1100,30,1281.866195026467,100
4,0,5,7,4,static/inflex,1060,28,1362.5130568498453,60
4,0,5,8,3,static/inflex,1140,32,1150.9640317342075,140
4,0,5,9,2,confident,1060,28,1078.18607148496,60
4,0,5,10,1,static/inflex,1160,33,1221.7637141404573,160
4,0,5,11,0,confident,1140,32,1138.81927300611,140
4,0,6,0,10,static/inflex,1100,30,1133.2100841620233,100
4,0,6,1,9,static/inflex,1240,37,1350.0236978813195,240
4,0,6,2,8,static/inflex,1020,26,1091.5767599061458,20
4,0,6,3,7,static/inflex,1160,33,1323.6851765259203,160
4,0,6,4,6,static/inflex,1180,34,1195.161723161596,180
4,0,6,5,5,static/inflex,1040,27,1305.4405675256855,40
4,0,6,6,4,confident,1080,29,1077.5280018783017,80
4,0,6,7,3,confident,1100,30,1102.499437817904,100
4,0,6,8,2,confident,1160,33,1161.7603393429763,160
4,0,6,9,1,confident,1180,34,1230.2658425665425,180
4,0,6,10,0,confident,1060,28,1102.6040893744919,60
4,0,7,0,9,static/inflex,1320,41,1320.597933775004,320
4,0,7,1,8,static/inflex,1120,31,1137.230221008047,120
4,0,7,2,7,static/inflex,1260,38,1285.5210118916605,260
4,0,7,3,6,confident,1160,33,1224.5346324302295,160
4,0,7,4,5,confident,1060,28,1067.8388063138198,60
4,0,7,5,4,static/inflex,1040,27,1039.0309865511256,40
4,0,7,6,3,confident,1080,29,1144.0315867493562,80
4,0,7,7,2,balanced,1020,26,1019.4458578371791,20
4,0,7,8,1,confident,1060,28,1155.19022177251,60
4,0,7,9,0,confident,1100,30,1136.562982652296,100
4,0,8,0,8,static/inflex,1060,28,1085.7283984039825,60
